,Topic,Count,Name,Representation,Representative_Docs
130,129,872,129_game_games_alex_halo,"['game', 'games', 'alex', 'halo', 'andy', 'tim', 'play', 'rodman', 'gaming', 'scott']","[""you're so wrong you know nothing about video games"", ""i am in awe of these youngsters who can modify established games for playing on the pc and make these games far more fun than on a console just to name two fans of the fallout games can go to many online sites like project nevada and play on their pcs different stories with better weapons and there are tens of thousands of players on steam every night playing on versions of left dead a game that is six years old but still has a huge online following if you like playing on consoles enjoy but high schoolers and college students are playing more games on their pcs than game consoles there's more selection of games they're less expensive and places like steam have game sales that can't be beat"", ""i agree graphics do help some game sales but who cares how good it looks if the game itself sucks i can just watch a computer animated movie if graphics is all i'm interested in and i think someone said something about japanese game developers are not very innovative as far as the innovativeness goes nintendo has brought the controller a long way all the way back to every new console's controller except for maybe the wii built upon the previous controller they had the digital stick with the which made exploring the d environment of super mario much more fluid that i suspect it would have been with a d pad that was also the st decent fully open and explorable d environment i ever played in a video game at the time the wii brought in the motion controls which opened up the potential for new gameplay mechanics for example actually swinging your sword in zelda bashing with your shield and rolling the bombs they are very innovative if you ask me and they always add some new element at least to the zelda games they do some may call it inconsistency i think they have a pretty decent mix between new elements and the familiar aspects that you expect to see in a zelda game as far as graphics go all back to again nintendo has always focused more on making games that people were going to love and remember they made games that were fun to play the graphics might not be on the same level as the others but they're still good looking in their own way to me there is still plenty of aesthetic appeal but even if the graphics were less than they are i would still want to play simply because it is a great game always has been and it has become a part of me and because it has become so personal if nintendo was to ever produce a bad zelda game yeah i'd take it personally""]"
131,130,851,130_numbers_november_number_nbsp,"['numbers', 'november', 'number', 'nbsp', 'th', 'january', 'nov', 'jan', 'zeros', 'zero']","['the whole world has those numbers now', 'show me your numbers then', 'by november th']"
132,131,846,131_nyt_york_nyts_times,"['nyt', 'york', 'nyts', 'times', 'ny', 'new', 'rag', 'news', 'slimes', 'slim']","['we re talking about nyt', 'it was nyt', 'nyt is among them i found']"
133,132,827,132_sarcasm_sarcastic_upvotes_upvote,"['sarcasm', 'sarcastic', 'upvotes', 'upvote', 'votes', 'joking', 'comment', 'thousand', 'post', 'wish']","['now is that sarcasm', 'too much sarcasm', 'at least i can see your sarcasm']"
134,133,819,133_monkeys_monkey_apes_hen,"['monkeys', 'monkey', 'apes', 'hen', 'doctor', 'ape', 'primates', 'fox', 'zoo', 'primate']","['keep the monkeys put the people down', 'and i like monkeys', ""that's what monkeys do""]"
135,134,818,134_blocked_troll_block_flagged,"['blocked', 'troll', 'block', 'flagged', 'blocking', 'bye', 'trolls', 'idiot', 'posts', 'comments']","['you are blocked', 'i blocked it', 'and there you are again blocked']"
136,135,814,135_milo_milos_gay_love,"['milo', 'milos', 'gay', 'love', 'speech', 'hes', 'gettem', 'fabulous', 'hate', 'students']","['milo milo milo', 'go milo go milo go milo', 'who is milo']"
137,136,811,136_mccarthy_kevin_speaker_mccarthyism,"['mccarthy', 'kevin', 'speaker', 'mccarthyism', 'mccarthys', 'mcconnell', 'rino', 'ryan', 'house', 'joe']","['mccarthy was right', 'mccarthy much', 'you out mccarthy']"
138,137,804,137_japan_philippines_japanese_duterte,"['japan', 'philippines', 'japanese', 'duterte', 'filipino', 'filipinos', 'philippine', 'japans', 'china', 'mindanao']","['and japan says what the hell did we do', 'go japan', 'can we be refugees to japan if we are japanese and scared of our democrats']"
139,138,799,138_lefties_left_lefty_leftism,"['lefties', 'left', 'lefty', 'leftism', 'leftards', 'leftys', 'leftard', 'right', 'hate', 'mental']","[""there's nothing good about the lefties"", 'more like no f lefties', 'they were all lefties']"
140,139,783,139_bergdahl_nuke_nuclear_nukes,"['bergdahl', 'nuke', 'nuclear', 'nukes', 'poppy', 'fields', 'opium', 'afghanistan', 'taliban', 'codes']","['nuke yourself', 'they should nuke themselves', 'one nuke just one']"
141,140,772,140_boycott_cable_netflix_channels,"['boycott', 'cable', 'netflix', 'channels', 'streaming', 'tv', 'antenna', 'roku', 'dish', 'subscription']","['boycott them', 'more to boycott', 'boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott did you hear me i said boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott boycott']"
142,141,771,141_kerry_john_kerrys_pompeo,"['kerry', 'john', 'kerrys', 'pompeo', 'vietnam', 'alito', 'traitor', 'ketchup', 'viet', 'heinz']","['its john kerry that means there is nothing in it for anyone other than john kerry', 'kerry right', 'kerry see']"
143,142,771,142_pence_mike_vp_pences,"['pence', 'mike', 'vp', 'pences', 'trump', 'alabama', 'vice', 'jones', 'judas', 'president']","['trump pence', 'trump pence', 'and pence']"
144,143,768,143_bama_bamas_bam_bamacare,"['bama', 'bamas', 'bam', 'bamacare', 'bammy', 'bamao', 'bambi', 'bambam', 'bames', 'bamster']","['neither is bama', 'bama made that', 'bama was in on']"
145,144,767,144_nra_gun_goa_guns,"['nra', 'gun', 'goa', 'guns', 'member', 'membership', 'members', 'owners', 'nras', 'rights']","['nra did', 'to the nra', 'and the nra']"
146,145,765,145_moron_morons_truth_com,"['moron', 'morons', 'truth', 'com', 'youre', 'moronic', 'post', 'comment', 'troll', 'facts']","['what a moron', 'your a moron', 'what a moron you are']"
147,146,759,146_sanctuary_cities_city_texas,"['sanctuary', 'cities', 'city', 'texas', 'illegals', 'illegal', 'california', 'federal', 'ice', 'state']","['ever been to a sanctuary city i have', 'now on to all the sanctuary cities', 'they would not come here if not for sanctuary cities']"
148,147,746,147_antifa_clarke_antifas_violence,"['antifa', 'clarke', 'antifas', 'violence', 'terrorist', 'protests', 'riots', 'protesters', 'organization', 'protesting']","['they are more left that the antifa', 'antifa as you know since you were a part of it', 'but not antifa']"
149,148,745,148_midget_apology_jack_apologize,"['midget', 'apology', 'jack', 'apologize', 'midgets', 'schmuck', 'mental', 'apologized', 'signed', 'apologizing']","['another mental midget', 'and you are a mental midget', ""no need to apologize you were right the first time he's a mental midget for sure""]"
150,149,741,149_fauci_dr_faucis_anthony,"['fauci', 'dr', 'faucis', 'anthony', 'science', 'lied', 'doctor', 'hes', 'faucci', 'credibility']","['and fauci', 'fauci was part of that too', 'where is fauci']"
151,150,730,150_doctors_medical_elephant_doctor,"['doctors', 'medical', 'elephant', 'doctor', 'unicorns', 'unicorn', 'kidney', 'medicine', 'physicians', 'blitzer']","[""look at your healthcare today with the national and regional corporations that now control every aspect of the practice of medicine there is no quality any longer there is no continuity of care which once was the hallmark of american medical care the corporations mark up their medications to outrageous levels and the insurance companies pay them collusion conspiracy most americans doctors are not doctors in fact they are far from it but they don't know for they stay hidden behind a computer screen and emr so that you cannot see that they do not have a medical degree they are too concerned about fulfilling their corporate mandates to see x number of patients daily no matter what that they tend to miss things that were not missed in medical offices just a couple of decades ago medical care is not better from this patient's perspective it is a massive disaster that cost thousands of lives each year so that the corporate bottom line is where they want it for at the end of the day that is the only thing that matters medicine should be run by physicians not corporate stooges"", 'thank god there are still some doctors who actually practice the science of medicine', 'god made the doctors']"
152,151,719,151_wolf_dna_beast_pharma,"['wolf', 'dna', 'beast', 'pharma', 'gene', 'pool', 'mark', 'genetic', 'lone', 'cried']","[""pretty sure that's the big bad wolf"", ""they're going to cry wolf once too often and soon the wolf will be at their door"", 'democrats the big bad wolf who s afraid of the big bad wolf the big bad wolf the bad bad wolf who s afraid of the big bad wolf the big bad badass wolf who shall raise your taxes the wolf who shall do away with single healthcare payer system the wolf who shall remove your nd amend rights the wolf who shall destroy the insurance of million americans the wolf who are the racebators the wolf who are the racists the wolf who intends to destroy medicare medicaid and ss the wolf who enjoys seeing minorities suffer in dumb anguish the wolf who thinks that illegal aliens are actually undocumented democrats the wolf who supports blm anqueefa and all the riots and violence plaguing our cities and streets the wolf the wolf cannot last it is doomed all who answered the wolf are free to go all who answered in the negative will go to hell so let it be written so let it be done jon b']"
153,152,716,152_sharpton_al_hoax_allegations,"['sharpton', 'al', 'hoax', 'allegations', 'sharptons', 'slander', 'accusations', 'reverend', 'defamation', 'racist']","['ask al sharpton he knows all about it', 'you first sharpton', 'sharpton al']"
154,153,714,153_reagan_ronald_reagans_bush,"['reagan', 'ronald', 'reagans', 'bush', 'president', 'conservative', 'carter', 'regan', 'remember', 'republican']","['no more than reagan was', 'at least since reagan', 'since reagan in the s']"
155,154,712,154_daca_amnesty_dreamers_dacas,"['daca', 'amnesty', 'dreamers', 'dacas', 'illegal', 'trump', 'deport', 'end', 'immigration', 'citizenship']","['end daca now', 'no daca', 'or daca']"
156,155,712,155_nd_amendment_rights_constitution,"['nd', 'amendment', 'rights', 'constitution', 'escape', 'infringed', 'shall', 'amendments', 'plates', 'protect']","['nd amendment', 'and the nd amendment', ""it's why we have the nd amendment""]"
157,156,711,156_greece_greek_greeks_eu,"['greece', 'greek', 'greeks', 'eu', 'germany', 'greeces', 'euro', 'turkey', 'merkel', 'migrants']","['i think they said the same thing in greece too', 'oh if we could get them all to move to greece', 'so now what will greece do with them all']"
158,157,709,157_barr_ellison_keith_ginsberg,"['barr', 'ellison', 'keith', 'ginsberg', 'ag', 'barrs', 'durham', 'rudy', 'attorney', 'turley']","['now let us go after barr', 'or barr', 'barr g f y']"
159,158,705,158_chuck_todd_chucky_chuckie,"['chuck', 'todd', 'chucky', 'chuckie', 'tulsi', 'norris', 'gabbard', 'todds', 'kristol', 'finks']","[""who's chuck o todd"", 'f chuck todd can go f u c k himself', 'chuck todd is']"
160,159,700,159_brooks_acosta_david_jim,"['brooks', 'acosta', 'david', 'jim', 'crease', 'mel', 'mo', 'barnes', 'acostas', 'conservative']","['brooks was is and always will be an idiot', 'name brooks', 'brooks s']"
161,160,694,160_disqus_comments_breitbart_blog,"['disqus', 'comments', 'breitbart', 'blog', 'comment', 'bb', 'spam', 'posts', 'post', 'site']","['disqus seemed to not like it', ""it's disqus"", 'except disqus']"
162,161,691,161_zuckerberg_zucker_mark_zuckerbergs,"['zuckerberg', 'zucker', 'mark', 'zuckerbergs', 'zuckerburg', 'zuck', 'facebook', 'zuckerturd', 'zuckerman', 'fb']","['should be zuckerberg', 'f zuckerberg', 'zuckerberg had it over']"
163,162,687,162_bloomberg_donnie_bloombergs_nanny,"['bloomberg', 'donnie', 'bloombergs', 'nanny', 'mike', 'michael', 'nyc', 'mayor', 'gun', 'soda']","[""i think it's bloomberg"", 'f bloomberg', 'bloomberg is that you']"
164,163,684,163_benghazi_stevens_lynch_ambassador,"['benghazi', 'stevens', 'lynch', 'ambassador', 'petraeus', 'attack', 'loretta', 'consulate', 'investigation', 'clinton']","['benghazi benghazi benghazi', 'and benghazi', 'it will be a benghazi part']"
165,164,666,164_lipstick_pig_ugly_pronouns,"['lipstick', 'pig', 'ugly', 'pronouns', 'selfie', 'boobs', 'twins', 'pumpkin', 'tinder', 'buttigieg']","[""you can't put lipstick on a pig"", 'you can put lipstick on a pig', 'if you put lipstick on a pig']"
166,165,648,165_chris_matthews_jones_van,"['chris', 'matthews', 'jones', 'van', 'mathews', 'mason', 'jackie', 'leg', 'tingle', 'thrill']","['chris matthews does not go to church lol no way', 'why do you feel that way because chris matthews said you should', 'they will blame it on chris matthews']"
167,166,648,166_carter_jimmy_carters_banana,"['carter', 'jimmy', 'carters', 'banana', 'shah', 'iran', 'worst', 'president', 'republic', 'obama']","['president jimmy carter', 'jimmy carter', 'was jimmy carter there']"
168,167,644,167_irish_ireland_sinn_fein,"['irish', 'ireland', 'sinn', 'fein', 'northern', 'ira', 'dublin', 'irishman', 'uk', 'english']","['but no irish', 'go irish', ""they're all irish""]"
169,168,639,168_rush_rushs_rushbo_el,"['rush', 'rushs', 'rushbo', 'el', 'radio', 'listen', 'heard', 'limbaugh', 'listened', 'conservative']","['rush for', ""it's a rush"", 'where do we go after rush']"
170,169,632,169_tebow_nike_tim_nikes,"['tebow', 'nike', 'tim', 'nikes', 'nfl', 'shoes', 'tebows', 'adidas', 'qb', 'broncos']","['only tim tebow', 'we love tebow', 'tebow trump']"
171,170,632,170_month_www_com_online,"['month', 'www', 'com', 'online', 'internet', 'om', 'home', 'web', 'work', 'bizzca']","['makes each month from home more than by simply completing a simple work in low maintenance internet utilizing mobile laptop or pc a month ago i have made from this least demanding work only to do work hrs every day each individual on this planet would now be able to land this home position and begin winning genuine money online by simply adhere to guidelines on this website www bizzca com jhkhk', 'makes each month from home more than by simply completing a simple work in low maintenance internet utilizing mobile laptop or pc a month ago i have made from this least demanding work only to do work hrs every day each individual on this planet would now be able to land this home position and begin winning genuine money online by simply adhere to guidelines on this website www bizzca com vbnvvdm', ""my best friend's ex wife makes every hour on the internet she has been out of work for eight months but last month her pay check was just working on the internet for a few hours read more here and go to home tab for more detail www pro com""]"
172,171,632,171_hypocrisy_hypocrite_holder_hypocrites,"['hypocrisy', 'hypocrite', 'holder', 'hypocrites', 'eric', 'hypocritical', 'outraged', 'bho', 'farrakhan', 'holders']","[""so you're down with the whole hypocrisy thing"", 'the hypocrisy', 'what hypocrisy']"
173,172,619,172_piers_morgan_huffpo_tapper,"['piers', 'morgan', 'huffpo', 'tapper', 'jake', 'huff', 'cnn', 'morgans', 'po', 'puff']","['who is piers morgan', 'and so is piers morgan', ""who's piers morgan""]"
174,173,618,173_wall_build_walls_jsdjsadjsa,"['wall', 'build', 'walls', 'jsdjsadjsa', 'mourns', 'built', 'dummyyou', 'goood', 'buildthewall', 'building']","['and then put up against a wall', 'the wall', 'wall please']"
175,174,616,174_maher_mahers_hbo_hes,"['maher', 'mahers', 'hbo', 'hes', 'audience', 'liberal', 'libertarian', 'mouth', 'liberals', 'like']","['maher said it it must be so sure', ""maher you're the next"", 'that you bill maher']"
176,175,610,175_desantis_cain_ron_trump,"['desantis', 'cain', 'ron', 'trump', 'herman', 'noem', 'vp', 'president', 'run', 'carson']","['trump desantis', ""it's trump or desantis there are no others"", 'trump desantis']"
177,176,597,176_taiwan_china_taiwanese_taiwans,"['taiwan', 'china', 'taiwanese', 'taiwans', 'chinese', 'mainland', 'hong', 'kong', 'invade', 'chinas']","['this is about taiwan', 'one taiwan', 'china to taiwan you re next']"
178,177,595,177_le_pen_macron_french,"['le', 'pen', 'macron', 'french', 'france', 'marine', 'napoleon', 'lepen', 'vive', 'fillon']","['macron was nowhere to be found le pen stepped up though', ""the french didn't vote for macron they voted against le pen crazy"", ""le pen is france's only hope""]"
179,178,586,178_horse_horses_crow_watermelons,"['horse', 'horses', 'crow', 'watermelons', 'barn', 'eggs', 'watermelon', 'donkey', 'egg', 'rode']","['only with her it would be the other end of the horse', ""i'd rather have a good horse"", 'a horse is a horse a horse of course']"
180,179,586,179_libtard_libtards_holder_libturds,"['libtard', 'libtards', 'holder', 'libturds', 'libturd', 'eric', 'typical', 'libertard', 'outrage', 'trolls']","[""what's a libtard"", 'a libtard would', 'well he is a libtard']"
181,180,577,180_kelly_hack_mark_hackers,"['kelly', 'hack', 'mark', 'hackers', 'fox', 'kellys', 'megyn', 'hacked', 'hacking', 'avenatti']","['kelly finally said something i agree with', 'great response kelly', ""i'm sure mark kelly is all over this""]"
182,181,577,181_kenya_kenyan_nigerian_nigeria,"['kenya', 'kenyan', 'nigerian', 'nigeria', 'nigerians', 'kenyans', 'prince', 'born', 'africa', 'uganda']","['move to kenya then', 'let him apply for a review of his treatment in kenya by kenyan authorities to the kenyan justice administration they should be the ones to consider the actions of their people we have no right to interfere in the internal affairs of the sovereign nation of kenya', 'we get direct news from kenya thanks to breitbart because obama of course is a kenyan']"
183,182,577,182_australia_zealand_australian_aussies,"['australia', 'zealand', 'australian', 'aussies', 'australians', 'aussie', 'nz', 'australias', 'british', 'new']","['i use to like australia', 'take a look at australia', 'australia who']"
184,183,567,183_hunter_hunters_crack_pipe,"['hunter', 'hunters', 'crack', 'pipe', 'dad', 'crackhead', 'wheres', 'guy', 'art', 'paintings']","['with hunter', ""where's hunter"", 'where is hunter']"
185,184,563,184_harvard_ivy_yale_league,"['harvard', 'ivy', 'yale', 'league', 'brainwashed', 'university', 'professor', 'school', 'degree', 'schools']","['harvard has billion', 'harvard gets it wrong again', 'harvard university']"
186,185,561,185_netflix_gutfeld_tv_sheen,"['netflix', 'gutfeld', 'tv', 'sheen', 'charlie', 'seinfeld', 'watch', 'cancelled', 'canceled', 'greg']","['or netflix', ""netflix what's that"", ""what's netflix""]"
187,186,551,186_hong_kong_hk_china,"['hong', 'kong', 'hk', 'china', 'kongers', 'chinese', 'mainland', 'protesters', 'freedom', 'communist']","['free hong kong', 'or hong kong', 'we are hong kong']"
188,187,546,187_musk_elon_musks_tesla,"['musk', 'elon', 'musks', 'tesla', 'spacex', 'twitter', 'company', 'halli', 'billions', 'paypal']","['china back musk', 'let musk do it for less', 'musk is on fire']"
189,188,542,188_wallace_chris_fox_wallaces,"['wallace', 'chris', 'fox', 'wallaces', 'nicolle', 'george', 'debate', 'nicole', 'cnn', 'biden']","['just wallace', 'fire wallace', 'is that you wallace']"
190,189,533,189_kurds_kurdish_kurdistan_isis,"['kurds', 'kurdish', 'kurdistan', 'isis', 'pkk', 'iraq', 'iraqi', 'syria', 'allies', 'region']","['good for the kurds', 'good for the kurds', 'the kurds do']"
191,190,527,190_perry_rick_perrys_texas,"['perry', 'rick', 'perrys', 'texas', 'governor', 'border', 'tyler', 'gov', 'tx', 'travis']","['i like perry', 'i like perry', 'must of been perry']"
192,191,522,191_said_yippee_des_las,"['said', 'yippee', 'des', 'las', 'ha', 'hysterical', 'nice', 'yes', 'damned', 'bloody']","['well said', 'well said', 'well said']"
193,192,521,192_knee_kneeling_knees_kneel,"['knee', 'kneeling', 'knees', 'kneel', 'dribble', 'ball', 'rangers', 'kap', 'bat', 'jerk']","[""let's all take a knee"", 'why would he take a knee he is an american', 'did they all take a knee beforehand']"
194,193,519,193_omar_ilhan_tlaib_omars,"['omar', 'ilhan', 'tlaib', 'omars', 'omarosa', 'aoc', 'brother', 'rashida', 'anti', 'somali']","['where is ilhan omar', 'omar is that you lol', ""some people did something omar's take on""]"
195,194,512,194_espn_sports_network_fox,"['espn', 'sports', 'network', 'fox', 'watch', 'nfl', 'channel', 'politics', 'espns', 'viewers']","['what is espn', 'f espn', ""what's espn""]"
196,195,510,195_chicoms_chicom_chicongo_chicomms,"['chicoms', 'chicom', 'chicongo', 'chicomms', 'medieval', 'ages', 'chico', 'chinese', 'spies', 'leadership']","['chicoms would make good democrats', 'chicoms are not stupid', 'like the chicoms too']"
197,196,505,196_kasich_ohio_kasichs_kasick,"['kasich', 'ohio', 'kasichs', 'kasick', 'john', 'mailman', 'trump', 'cruz', 'republican', 'rino']","['they think of her like we do of kasich', 'four kasich', 'give it up kasich']"
198,197,502,197_tpp_anarchists_totalitarian_anarchist,"['tpp', 'anarchists', 'totalitarian', 'anarchist', 'tpa', 'totalitarianism', 'utopia', 'totalitarians', 'manifesto', 'trade']","['he voted for tpa not tpp', ""and we the people don't want tpp"", 'and at least a few of them want tpp to become law']"
199,198,502,198_virtue_signaling_breath_signalling,"['virtue', 'signaling', 'breath', 'signalling', 'cloward', 'piven', 'clock', 'tick', 'raza', 'hold']","['virtue signaling is hard', ""virtue signaling and get out the vote against trump we are democrats that's all it is"", 'virtue signaling']"
200,199,496,199_epstein_epsteins_lolita_jeffrey,"['epstein', 'epsteins', 'lolita', 'jeffrey', 'limbaugh', 'island', 'express', 'maxwell', 'epsteined', 'jeff']","['epstein did not off himself', 'like epstein', 'and epstein']"
201,200,490,200_baldwin_alec_baldwins_trigger,"['baldwin', 'alec', 'baldwins', 'trigger', 'armorer', 'gun', 'alex', 'safety', 'producer', 'phone']","['who the hell is alec baldwin again', 'alec baldwin', 'baldwin is that you']"
202,201,483,201_manchin_wv_manchins_sinema,"['manchin', 'wv', 'manchins', 'sinema', 'joe', 'virginia', 'coal', 'west', 'democrat', 'vote']","['how is manchin still a d', ""he's another manchin"", 'everyone please call it the manchin bill']"
203,202,475,202_civil_war_state_wars,"['civil', 'war', 'state', 'wars', 'travis', 'city', 'starts', 'cities', 'york', 'states']","['civil war', 'also civil war', ""it's a move towards civil war""]"
204,203,469,203_sarc_schadenfreude_tag_dream,"['sarc', 'schadenfreude', 'tag', 'dream', 'forgot', 'body', 'choice', 'sarcasm', 'sarcasam', 'sark']","['it was sarc', 'sarc off', 'was that sarc']"
205,204,468,204_beck_glenn_beckel_becks,"['beck', 'glenn', 'beckel', 'becks', 'glen', 'carville', 'cheetos', 'blaze', 'beckham', 'radio']","[""i'd like to see glenn beck there"", 'as has beck', 'only glenn beck']"
206,205,466,205_rome_virgins_roman_virgin,"['rome', 'virgins', 'roman', 'virgin', 'romans', 'empire', 'martyr', 'illuminati', 'burns', 'fall']","['so much for when in rome', 'rome anyone', 'when in rome']"
207,206,460,206_ccp_cc_ccps_ccw,"['ccp', 'cc', 'ccps', 'ccw', 'troll', 'evil', 'cchq', 'owned', 'paid', 'bed']","['the ccp', 'and the ccp', 'and the ccp']"
208,207,454,207_carson_ben_dr_carsons,"['carson', 'ben', 'dr', 'carsons', 'mitt', 'surgeon', 'trump', 'hes', 'man', 'neurosurgeon']","['dr carson is a very good man', 'carson is not a conservative', 'go trump go carson']"
209,208,443,208_ben_jim_idiocracy_larry,"['ben', 'jim', 'idiocracy', 'larry', 'jackie', 'bens', 'jimbo', 'elder', 'jims', 'jones']","['ben who', 'ben there once', 'and ben']"
210,209,436,209_fentanyl_swim_overdose_water,"['fentanyl', 'swim', 'overdose', 'water', 'drugs', 'flames', 'drug', 'smoke', 'flame', 'swimming']","['it is past time to implement the justice of the old west anyone caught smuggling fentanyl selling fentanyl or on possession of amounts of fentanyl hanged on the spot the people trading in fentanyl have no fear of the consequences of their actions it is time to make them fear unfortunately our politicians do not have the stomach for such actions the same for the people they are okay with millions dying from fentanyl rather than making the few pay severely for their crimes', 'this country is full of people who want to shoot fentanyl', 'another white fentanyl death nothing to see here folks move along']"
211,210,432,210_article_read_comments_votes,"['article', 'read', 'comments', 'votes', 'articles', 'comment', 'didnt', 'did', 'upvotes', 'reading']","['well no read the article yourself', 'i read the article', 'not all of them were re read the article']"
212,211,430,211_snake_snakes_tender_cobra,"['snake', 'snakes', 'tender', 'cobra', 'serpent', 'sighed', 'grass', 'woman', 'heavens', 'bite']","['go snake', 'me either snake', 'but he is a snake']"
213,212,428,212_bs_deflection_deflect_deflecting,"['bs', 'deflection', 'deflect', 'deflecting', 'article', 'pending', 'troll', 'comment', 'total', 'framework']","['more bs', 'more bs', 'what bs']"
214,213,422,213_burka_burkas_burqa_wearing,"['burka', 'burkas', 'burqa', 'wearing', 'wear', 'hijab', 'burqas', 'women', 'hijabs', 'niqab']","['where is the burka', 'where is her burka', 'why is he wearing a burka']"
215,214,420,214_emails_email_server_hillary,"['emails', 'email', 'server', 'hillary', 'pelosi', 'classified', 'clinton', 'hillarys', 'mails', 'servers']","['scary but at least we were assured by hillary that her personal email server with top secret emails on it was secure', ""records prove that among the plus emails deleted by hillary's team were notes regarding benghazi and other libya related policies congressional investigators have no idea what else may have been unilaterally erased without independent supervision what we know for certain is that some number of official emails were permanently deleted not handed over to state as claimed bonus lie team hillary initially claimed that emails were automatically flagged for deletion using a keyword search mechanism they later changed their story averring that they'd reviewed every individual email which means they necessarily eliminated emails they actively knew were not personal in nature records prove that hillary used multiple mobile devices to send and receive emails this revelation caused her entire explanation to crumble at her feet her initial excuse making made little sense from the get go how is paying someone to set up an entire private email system a simplification bonus lie clinton initially claimed that all of her work related emails were intact because the aides with whom she corresponded uniformly used gov accounts the contents of which were archived in fact several top aides were revealed to have also used private email accounts to conduct official business and the state department was shown to have extremely shoddy archiving practices anyway and that was all before the sidney blumenthal emails came to light records prove that mrs clinton used multiple email addresses including one that her team had explicitly told congressional investigators did not exist while she was at state the evidence contradicts this assertion also the latest batch of released emails which again intentionally excludes tens of thousands emails hand selected for destruction by clinton's attorneys reveals a third account david axelrod has some explaining to do as may others emails released tuesday by the state department show that former w h advisor david axelrod knew hillary clinton had a private account despite recent claims according to the latest batch two email chains show axelrod did indeed correspond with the then secretary of state once in june and again in july the emails contradict recent comments by axelrod to msnbc s joe scarborough and mika brzezinski in which he said he would have asked a few questions and shared his concerns had he known about clinton s private email account and server axelrod made the statements in a june appearance after former white house chief of staff bill daley told meet the press that he didn t know anything about clinton s private email during his time in the white house he might be able to insist that he wasn't paying attention to the address from which her emails were sent but one correspondence shows axelrod actively seeking her email address hillary clinton fully complied with every rule regarding official email correspondence and archiving ahhhhhh no she didn't not even close a bonus point in light of the unprecedented and potentially disastrous opm hack at the hands of the chinese it is clearer than ever that foreign intelligence services accessed mrs clinton's emails with relative ease her server was woefully under secured especially given the sensitivity of its contents hillary's response to credible allegations that she recklessly endangered national security for selfish political reasons is mind blowingly silly either she's lying again or she has no idea how the internet works or both"", 'hilary clinton claims that she never sent or received classified emails on her home server we know that hillary did not have a government email address so what email address did she use for classified emails and where is that server']"
216,215,415,215_netanyahu_netanyahus_benjamin_bennett,"['netanyahu', 'netanyahus', 'benjamin', 'bennett', 'israel', 'minister', 'pm', 'prime', 'israeli', 'likud']","['not for netanyahu', 'and netanyahu', 'i have nothing against netanyahu but this is b s']"
217,216,415,216_common_sense_trust_tone,"['common', 'sense', 'trust', 'tone', 'deaf', 'history', 'rock', 'crawl', 'erase', 'uncommon']","['common sense', 'common sense', 'common sense']"
218,217,414,217_conspiracy_theories_theory_wikileaks,"['conspiracy', 'theories', 'theory', 'wikileaks', 'barrett', 'theorist', 'podesta', 'leaked', 'theorists', 'emails']","['how is this a conspiracy theory', 'conspiracy got it in one', ""it's a conspiracy""]"
219,218,413,218_jarrett_valerie_franken_klobuchar,"['jarrett', 'valerie', 'franken', 'klobuchar', 'frank', 'iranian', 'al', 'jarretts', 'clap', 'iran']","['valerie jarrett', 'would that be valerie jarrett', 'valerie jarrett']"
220,219,411,219_ohio_rnc_nj_republican,"['ohio', 'rnc', 'nj', 'republican', 'barletta', 'governor', 'state', 'voters', 'chad', 'jersey']","[""'ohio man'"", 'right now in ohio that they know about', 'ohio ohio ohio']"
221,220,410,220_bolton_john_boltons_neocon,"['bolton', 'john', 'boltons', 'neocon', 'book', 'warmonger', 'trump', 'mustache', 'war', 'secretary']","['good job by bolton', 'bolton is in', 'neither was bolton']"
222,221,406,221_cosby_aoc_stacey_cosbys,"['cosby', 'aoc', 'stacey', 'cosbys', 'megyn', 'aocs', 'kelly', 'psaki', 'drugged', 'guilty']","['tell that to bill cosby', 'does he know bill cosby', ""it's cosby""]"
223,222,404,222_thank_yew_ye_thanks,"['thank', 'yew', 'ye', 'thanks', 'ca', '', '', '', '', '']","['thank you', 'thank you', 'thank you']"
224,223,399,223_haiti_haitians_haitian_clintons,"['haiti', 'haitians', 'haitian', 'clintons', 'clinton', 'foundation', 'earthquake', 'dominican', 'haitis', 'jamaica']","['look at all the f r a u d good the clinton foundation did in haiti', 'yep and why should my tax dollars go to haiti in any case i pay taxes to help america not haiti', 'i call it haiti although at this point it might really be haiti']"
225,224,396,224_tds_bono_cui_terminal,"['tds', 'bono', 'cui', 'terminal', 'suffering', 'severe', 'td', 'cure', 'stage', 'case']","['tds much', 'tds much', ""it's the tds""]"
226,225,395,225_kool_aid_koolaid_drinking,"['kool', 'aid', 'koolaid', 'drinking', 'drink', 'drank', 'drinkers', 'aide', 'drinker', 'drunk']","['have some more kool aid', 'kool aid much', 'go back to your kool aid']"
