,Topic,Count,Name,Representation,Representative_Docs
190,189,279,189_scientology_hubbard_scientologists_cruise,"['scientology', 'hubbard', 'scientologists', 'cruise', 'tom', 'ron', 'scientologist', 'church', 'religion', 'scientologys']","['how about scientology', 'besides scientology anyway', 'or scientology']"
191,190,276,190_right_agreed_correct_youre,"['right', 'agreed', 'correct', 'youre', 'comment', 'thanks', 'probably', 'true', 'excellent', 'agree']","['may be you not right', 'perhaps you are right what of it', 'may be you not right']"
192,191,275,191_blah_kidding_excellent_point,"['blah', 'kidding', 'excellent', 'point', 'fair', 'great', 'true', 'nuttin', 'yeah', 'blaaaaaaaaah']","['blah blah blah blah', 'blah blah blah', 'blah blah blah']"
193,192,268,192_kasich_cruz_kasichs_rubio,"['kasich', 'cruz', 'kasichs', 'rubio', 'trump', 'ohio', 'convention', 'republican', 'candidate', 'nomination']","[""it's a question of math and the answer is not clear events may prove kasich's answer right or wrong but based on what we can know now kasich's answer is not crazy example a state with a delegate allocation trigger if one candidate gets of votes he gets of delegates the vote is trump cruz kasich cruz can plausibly claim that without kasich he'd have gotten most of kasich's votes but he can't plausibly claim that without kasich he'd have gotten all of kasich's votes who would've been over without kasich trump or cruz nobody really knows especially since a lot of kasich voters might've just stayed home and not voted at all if he dropped out if the answer is usually cruz then the best way to stop trump is for kasich to drop out and to let the voters award cruz of delegates but if the answer is usually trump then the best way to stop trump is for kasich to stay in combine with cruz to keep trump under of delegates and to hope for a not trump to prevail in an open convention so is the answer usually cruz or is it usually trump nobody really knows thus kasich staying in is not crazy"", 'especially kasich', 'had it up to here with kasich trump']"
194,193,265,193_tnc_vulgarity_blog_tncs,"['tnc', 'vulgarity', 'blog', 'tncs', 'obscenity', 'vowels', 'postmodern', 'writing', 'magazine', 'editors']","['thank you tnc', 'well it s your show tnc', 'well said tnc well said']"
195,194,260,194_hear_redmor_roar_hmmmmm,"['hear', 'redmor', 'roar', 'hmmmmm', 'swell', 'specifically', 'oh', 'cough', 'said', 'sensible']","['hear hear', 'hear hear', 'hear hear']"
196,195,259,195_barry_barrys_kenya_bannon,"['barry', 'barrys', 'kenya', 'bannon', 'trump', 'obama', 'born', 'cheney', 'manilow', 'spicer']","['in the world of barry it is always about barry the barry ego is larger than the barry intellect', ""in that way he's very much like little barry"", 'barry who']"
197,196,259,196_prisons_prison_private_prisoners,"['prisons', 'prison', 'private', 'prisoners', 'profit', 'students', 'inmates', 'black', 'campus', 'white']","['prison is a business if you do some research you will find that a large number of prisons here in the us are held owned by three private companies', 'those for profit prisons are going down too at last', ""studies comparing the costs are difficult but there is actually some studies that suggest that state run prisons might actually be cheaper or about the same they also don't have the slew of problems that private prisons have really how else are private prisons supposed to make a profit while running supposedly cheaper its by cutting corners on quality cutting corners on security guards medical assistance food and so forth they drag those down to inhuman levels expired food guards that beat prisoners and denying prisoners necessary medical assistance just so they can save money they want the money for taking care of prisoners but none of the responsibility they are cheating you out of your tax dollars what's even worst is that their entire business model relies on their being a large prison population so they have no incentive to actually reform criminals its in their best interest for criminals to go back to being criminals which is why their lobbyist fight against laws that might actually help deal with many of our crime issues and help ex cons they have for instance fought against marijuana legalization because they know keeping it illegal will help keep their prisons full and thus help their profits the for profit prison industry is literally making society more dangerous by making sure crimes keep happening so they can keep their profits high so how much money does our country lose fighting crime just so the private prison industry will have prisoners to lock up that is the price of privatization in contrast a state run prison has more incentive to keep the prison population low they are run by the state so they want to try and cut down how much tax money they use up the state has more incentive to reform prisoners so they won't return""]"
198,197,255,197_sequitur_non_sequiturs_sequitor,"['sequitur', 'non', 'sequiturs', 'sequitor', 'complete', 'nonsequitur', 'sequitors', 'comment', 'post', 'congratulations']","[""that's a non sequitur"", 'non sequitur much', 'non sequitur']"
199,198,252,198_kidney_contact_hospital_gmail,"['kidney', 'contact', 'hospital', 'gmail', 'dr', 'donor', 'com', 'urgently', 'email', 'kidneys']","['are you in debt do you need to raise cash for health care costs or paying debts or in a state of financial breakdown wait consider selling your kidney as an option if you wish to sell your kidney today message us immediately a kidney is bought for a maximum amount of us dollars the national foundation is currently buying healthy kidney my name is dr andrew mark am a nephrologist in the kidney national hospital our hospital is specialized in kidney surgery and we also deal with buying and transplantation of kidneys with a living an corresponding donor we are located in indian canada uk turkey usa malaysia south africa etc if you are interested in selling or buying kidney s please don t hesitate to contact us via email greencityhospital gmail com need geniune donors waiting for your responds best regards dr andrew mark contact number', 'are you in debt do you need to raise cash for health care costs or paying debts or in a state of financial breakdown wait consider selling your kidney as an option if you wish to sell your kidney today message us immediately a kidney is bought for a maximum amount of us dollars the national foundation is currently buying healthy kidney my name is dr larry james am a nephrologist in the kidney national hospital our hospital is specialized in kidney surgery and we also deal with buying and transplantation of kidneys with a living an corresponding donor we are located in indian canada uk turkey usa malaysia south africa etc if you are interested in selling or buying kidney s please don t hesitate to contact us via email apollohospital gmail com need geniune donors waiting for your responds best regards dr larry james', 'are you in debt do you need to raise cash for health care costs or paying debts or in a state of financial breakdown wait consider selling your kidney as an option if you wish to sell your kidney today message us immediately a kidney is bought for a maximum amount of us dollars the national foundation is currently buying healthy kidney my name is dr ben am a nephrologist in the kidney national hospital apollo hospital is specialized in kidney surgery and we also deal with buying and transplantation of kidneys with a living an corresponding donor we are located in indian canada uk turkey usa malaysia south africa etc if you are interested in selling or buying kidney s please don t hesitate to contact us via email apollohospital gmail com need geniune donors waiting for your responds best regards dr ben contact']"
200,199,252,199_disney_movie_movies_tv,"['disney', 'movie', 'movies', 'tv', 'theater', 'pbs', 'watch', 'ticket', 'blockbuster', 'theaters']","['good for disney', 'this is disney', 'going to disney']"
201,200,251,200_boehner_speaker_boehners_tea,"['boehner', 'speaker', 'boehners', 'tea', 'john', 'party', 'caucus', 'gop', 'house', 'hes']","['where is the email where boehner puts this in writing this story is democrats saying boehner did this', ""so vote write in for boehner in '"", 'this is an article about boehner']"
202,201,247,201_poes_poe_law_parody,"['poes', 'poe', 'law', 'parody', 'extremism', 'tell', 'satire', 'intent', 'adage', 'action']","['the poes law is strong', 'poes law i hope', 'i call poes law']"
203,202,244,202_tibet_tibetan_tibetans_china,"['tibet', 'tibetan', 'tibetans', 'china', 'chinese', 'india', 'independence', 'qing', 'han', 'lhasa']","[""i'm sure you know that your reconstruction of the history of tibet is simplistic to say the least no i don't know that tibet was not always a part of china nor has it continuously been a part of china since the th century tibet was not under chinese sovereignty during the ming empire but tibet was a part of the qing empire the republic of china did succeed the qing empire as per succession of states modern china has never relinquished its claim to tibet and modern china has never been forced to recognize tibetan independence about your negation of tibetan victims i didn't say there are no victims in tibet i said the chinese did not commit genocide to me the tibetan independence movement will never work so long as it continues to be founded on lies"", ""let me say this tibet belongs to the million tibetans born and living inside china not to an inconsequential exile tibetans in india nepal and bhutan or the other living worldwide tibet is the only province that i know of in china that has an ethnic minority in this case tibetan as a majority over han chinese tibetan culture and religion are not just in tibet or sichuan which has a sizeable tibetan population but also as far as beijing and shenzhen the tibetan language is the official language in tibet although putonghua is the national language tibet has its own tibetan university in lhasa tv station and infrastructure that includes hospitals schools new highways and a magnificent railroad with a new railway station you should see tibet for yourself exile tibetans cannot seriously be fighting for a land they were never born in nor visited or seen i have visited tibet twice and i do not see any oppression of the tibetan people what genocide are people talking about tibetans as part of china's ethnic minorities are also exempted from china's one child policy they enjoy a much higher standard of living against those living in india nepal or bhutan you gotta visit the land to see for yourself failing which please do not spout nonsense i am a chinese born outside china i cannot call china my homeland can exile tibetans call tibet theirs it sounds so silly"", ""tibet signed shimla accord with british india hence mcmahon line was drawn which is official boundary between india and tibet tibetan govt attended st asian summit in delhi with its own flag and dignitaries lhasa hosted international missions from britain india nepal mongolia and tibet recognized each other independence in during world war tibet did not allow allied power to fly their planes from tibetan sky demonstrating complete administrative and sovereignty of tibetan govt in making decisions tibet minted it's own coins tibet had its own foreign office in lhasa tibetan army was full in operational in fact several battles were fought between tibet and china they are often describe as sino tibet war clearly demonstrates sino for china it's true countries across the world do not recognize tibetan independence but this is not out of conscience but rather immense threat posed by cpc china i do not think declaring independence of sort justifies genocide in tibet if tibet indeed was part of china they would care for it not hate tibetans should govern for themselves""]"
204,203,243,203_illuminati_join_member_gmail,"['illuminati', 'join', 'member', 'gmail', 'brotherhood', 'famous', 'email', 'contact', 'whatsapp', 'com']","[""hello everyone this is the opportunity to join the great illuminati call and get rich we proved money to people that are member so we welcome you to join now say by by to poverty and get million after initiation call great man in nigeria or email illuminatisecreedtempe gmail com or whats app number if you do not want to join the illuminati do not read this message rules you must be above years of age you must have full access to the internet you must not discuss the secret of the illuminati to anyone we are not interested in anyone who has obtained their knowledge about the illuminati based on what they heard from mass media news or performing arts conspiracy theorists amateur or professional authors or speculators internet rumors or other heresy once you join the illuminati within one week of your membership you will achieved the greatest goal in life and also have wealth and fame and million usd we be give to you ask a new member no one discard the message of the great illuminati if discarded the person will be tormented both day and night failure to compel to the order and rules of the great illuminati shall see your fame and riches taken back the money always flows towards illuminati members and away from non illuminati members one of the rules of the illuminati is we don't talk about the illuminati so i can't say too much about it here if you are truly interested and get back to me via email illuminatisecreedtemple gmail com or call or whats app number do not play mind games that is how when i want to join the illuminati i was thinking if this is going to work until i met this right man and call him thank the great illuminati"", ""how to join the great illuminati group hello eveyone this is the opportunity join the great illuminati call and get rich we proved money to people that are member so we welcome you to join now say by by to poverty and get million after initiation call great man in nigeria whatsapp us on or eamil francisdanella gmail com if you do not want to join the illuminati do not read this message rules you must be above years of age you must have full access to the internet you must not discuss the secret of the illuminati to anyone we are not interested in anyone who has obtained their knowledge about the illuminati based on what they u ve heard from mass media news or performing arts conspiracy theorists amateur or professional authors or speculators internet rumors or other heresy once you join the illuminati within one week of your membership you will achieved the greatest goal in life and also have wealth and fame and millionusd we be give to you ask a new member no one discard the message of the great illuminati if discarded the person will be tormented both day and night failure to compel to the order and rules of the great illuminati shall see your fame and riches taken back the money always flows towards illuminati members and away from non illuminati members one of the rules of the illuminati is we don't talk about the illuminati so i can't say too much about it here if you are truly interested and get back to me via email francisdanella gmail com call do not play mind games that is how when i want to join the illuminati i was think if this is going to work until i met this right man and call him ' thank the great illuminati month of being a member of illuminati i got promotion that same month in my working place and within a year i was promoted thrice in my working place to the extend of being a managing director i never know how to thank this church of illuminati and today am rich as my friend also and also the one that surprise me most was that i got an accident with my new car and the car was right off but i still survive the accident and nothing happen to me i really thank you people illuminati so i just want to share to the world that this is real and it have help me and work for me so if you want to become a member i can direct you to the person who will lead you into the court of richness and you will never be poor again know that it only a member in the illuminati that can initiate ymy name is i really want dawson to share my testimony on how i became an illuminati member through my friend i was moving with my friend for more than years and he have been getting rich everyday and even giving me money but he never told me the secret of his success until a day i was frustrated to let him know that he should help me also that was when he open up to me and tell me that he was a member of the illuminati that he have been in the court for more than years that his riches and protection came from this court so i told him to let me be into the court but it not an easy task to be a member but i was finally initiated into the devil church of the illuminati and i was confirm in there church after a ou into the church of illumination you can contact one of the agent today phone call they will tell you how to join once again you can call this or email us at francisdanella gmail com do you want to be a member of illuminati as a brotherhood that will make you rich and famous in the world and have power to control people in the high place in the worldwide are you a business man or woman artist political musician student the you want to be rich famous powerful in life join the illuminati brotherhood cult today and get instant rich sum of million dollars in a week and a free home any where you choose to live in this world and also get u s dollars monthly as a salary u benefits given to new members who join illuminati a cash reward of usd usd a new sleek dream car valued at usd usd a dream house bought in the country of your own choice one month holiday fully paid to your dream tourist destination one year golf membership package a v i p treatment in all airports in the world a total lifestyle change access to bohemian grove monthly payment of usd into your bank account every month as a member one month booked appointment with top world leaders and top celebrities in the world if you are interested email mr frank francis danella at francisdanella gmail com or call francisdanella gmail com or whatsapp us on for immediate initiation new members registration is now open online now benefits given to new members who join illuminati a cash reward of usd usd a new sleek dream car valued at usd usd a dream house bought in the country of your own choice one month holiday fully paid to your dream tourist destination one year golf membership package a v i p treatment in all airports in the world a total lifestyle change access to bohemian grove monthly payment of usd into your bank account every month as a member one month booked appointment with top world leaders and top celebrities in the world if you are interested call the agent now or send your e mail to francisdanella gmail com for immediately initiation new members registration is now open online"", ""how to join the great illuminati group hello eveyone this is the opportunity to join the great illuminati call and get rich we proved money to people that are member so we welcome you to join now say by by to poverty and get million after initiation call great man in nigeria or email illuminatilord gmail com or whatsapp number this is a great temple of the illuminati were you find riches power and fame are you a business man or woman or do you want to become very rich wealthy famous influential great and powerful in life if you do not want to join the illuminati do not read this message rules you must be above years of age you must have full access to the internet you must not discuss the secret of the illuminati to anyone we are not interested in anyone who has obtained their knowledge about the illuminati based on what they u ve heard from mass media news or performing arts conspiracy theorists amateur or professional authors or speculators internet rumors or other heresy once you join the illuminati within one week of your membership you will achieved the greatest goal in life and also have wealth and fame and million usd we be give to you ask a new member no one discard the message of the great illuminati if discarded the person will be tormented both day and night failure to compel to the order and rules of the great illuminati shall see your fame and riches taken back the money always flows towards illuminati members and away from non illuminati members one of the rules of the illuminati is we don't talk about the illuminati so i can't say too much about it here if you are truly interested and get back to me via email illuminatilord gmail com call or whatsapp number do not play mind games that is how when i want to join the illuminati i was thinking if this is going to work until i met this right man and call him thank the great illuminati""]"
205,204,241,204_tsa_security_airport_passengers,"['tsa', 'security', 'airport', 'passengers', 'airports', 'logan', 'checkpoints', 'faa', 'screeners', 'airlines']","[""there is actually a simple solution tsa used to have a policy in place that allowed airports to hire their own people and conduct their own screening if they wished to do so it had to be approved by the tsa and the screening had to be done to tsa standards iirc about airports chose to go that route and regulatory testing revealed that the private screeners routinely outperformed tsa staff there also were fewer passenger complaints perhaps because of that embarrassment the tsa quietly phased out the policy it didn't revoke it it simply stopped granting new permissions revisiting that policy and perhaps incentivizing airports to ditch the tsa might go a long way toward solving the problem as it is because tsa screeners are government employees it's very hard to get rid of the bad apples a private management company would have much more leeway"", 'the whole tsa needs to go away', 'work for the tsa']"
206,205,241,205_hagel_hagels_defense_chuck,"['hagel', 'hagels', 'defense', 'chuck', 'hormel', 'secretary', 'nomination', 'military', 'pentagon', 'secdef']","[""there are many reasons to oppose chuck hagel besides israel anti semitism and iran to me he is the stereotypical archie bunker type bigot his policies have been anti gay even now after his late and self serving apology he doesn't support equal benefits for gay military families he is anti african american with a rating from naacp and admires strom thurmond as a great role model anti woman vs choice and contraception and hagel has drawn additional heat from insiders who claim he lacks the credentials needed to manage a department as large and essential as the pentagon yes hagel has crazy positions on several key issues yes hagel has said things that are borderline anti semitism yes hagel wants to gut the pentagon s budget but above all he s not a nice person and he s bad to his staff said a senior republican senate aide who has close ties to former hagel staffers hagel was known for turning over staff every few weeks within a year s time he could have an entirely new office because nobody wanted to work for him said the source you have to wonder how a man who couldn t run a senate office is going to be able to run an entire bureaucracy others familiar with hagel s year tenure in the senate said he routinely intimidated staff and experienced frequent turnover chuck hagel may have been collegial to his senate colleagues but he was the cornhusker wears prada to his staff some of whom describe their former boss as perhaps the most paranoid and abusive in the senate one who would rifle through staffers desks and berate them for imagined disloyalty said michael rubin a former pentagon adviser on iran and iraq he might get away with that when it comes to staffers in their s but that sort of personality is going to go over like a ton of bricks at the pentagon multiple sources corroborated this view of hagel as a manager he was angry accusatory petulant said one source familiar with his work on capitol hill he couldn t keep his staff i remember him accusing one of his staffers of being f ing stupid to his face recalled the source who added that hagel typically surrounded himself with those who basically hate republicans sources expressed concern about such behavior should hagel be nominated for the defense post with competing military and civilian interests vying for supremacy the department requires a skilled manager sources said the pentagon requires strong civilian control a senior aide to former secretary of defense donald rumsfeld told the free beacon it s already swung back in favor of the military over the past five years a new secretary of defense should push it back in its rightful place but it s doubtful hagel would be that guy it s not clear that hagel has the standing the managerial prowess or the willingness to gore some oxen said the source one senior bush administration official warned that hagel is ill informed about many critical foreign policy matters he s not someone who s shown a lot of expertise on these issues said the source referencing a recent washington post editorial excoriating hagel s record that op ed was extraordinary only in washington the official added can someone like hagel be seen as a heavy weight he s not the sharpest knife in the drawer hagel is likely viewed positively by the administration mainly because he is a republican who often criticizes his own party the source said he ll dance to a tune played by the white house said the former official that i think is the real problem as lawmakers consider a deal to avoid sweeping budgets cuts and tax hikes hagel s support for slashing spending at the pentagon has irked many defense hawks this is a time when a secretary of defense needs to be raising hell about the sequestration cuts said the rumsfeld aide it s not clear that hagel has any interest in picking that fight hagel s reluctance to chastise iran also remains a central concern as chief of the pentagon it is expected he would avoid planning for a military intervention should tehran refuse to end its clandestine nuclear enrichment program the military brass is already reluctant to offer up any military options on iran even though it s their job to have something on the books and to leave the options of the commander in chief open said the rumsfeld aide hagel will only reinforce these worrisome tendencies chances are he ll view any legitimate effort to talk about military options with iran as some plot by the israel lobby to box him in the source said"", ""either would surely be better than hagel hell i'd be better than hagel"", ""there are many reasons to oppose chuck hagel besides israel anti semitism and iran to me he is the stereotypical archie bunker type bigot his policies have been anti gay even now after his late and self serving apology he doesn't support equal benefits for gay military families if you read mr hormel's words carefully you pick up that mr hormel is opposed to chuck hagel's confirmation at this time not endorsing it as you make it appear he is anti african american with a rating from naacp and admires strom thurmond as a great role model anti woman vs choice and contraception and hagel has drawn additional heat from insiders who claim he lacks the credentials needed to manage a department as large and essential as the pentagon yes hagel has crazy positions on several key issues yes hagel has said things that are borderline anti semitism yes hagel wants to gut the pentagon s budget but above all he s not a nice person and he s bad to his staff said a senior republican senate aide who has close ties to former hagel staffers hagel was known for turning over staff every few weeks within a year s time he could have an entirely new office because nobody wanted to work for him said the source you have to wonder how a man who couldn t run a senate office is going to be able to run an entire bureaucracy others familiar with hagel s year tenure in the senate said he routinely intimidated staff and experienced frequent turnover chuck hagel may have been collegial to his senate colleagues but he was the cornhusker wears prada to his staff some of whom describe their former boss as perhaps the most paranoid and abusive in the senate one who would rifle through staffers desks and berate them for imagined disloyalty said michael rubin a former pentagon adviser on iran and iraq he might get away with that when it comes to staffers in their s but that sort of personality is going to go over like a ton of bricks at the pentagon multiple sources corroborated this view of hagel as a manager he was angry accusatory petulant said one source familiar with his work on capitol hill he couldn t keep his staff i remember him accusing one of his staffers of being f ing stupid to his face recalled the source who added that hagel typically surrounded himself with those who basically hate republicans sources expressed concern about such behavior should hagel be nominated for the defense post with competing military and civilian interests vying for supremacy the department requires a skilled manager sources said the pentagon requires strong civilian control a senior aide to former secretary of defense donald rumsfeld told the free beacon it s already swung back in favor of the military over the past five years a new secretary of defense should push it back in its rightful place but it s doubtful hagel would be that guy it s not clear that hagel has the standing the managerial prowess or the willingness to gore some oxen said the source one senior bush administration official warned that hagel is ill informed about many critical foreign policy matters he s not someone who s shown a lot of expertise on these issues said the source referencing a recent washington post editorial excoriating hagel s record that op ed was extraordinary only in washington the official added can someone like hagel be seen as a heavy weight he s not the sharpest knife in the drawer hagel is likely viewed positively by the administration mainly because he is a republican who often criticizes his own party the source said he ll dance to a tune played by the white house said the former official that i think is the real problem as lawmakers consider a deal to avoid sweeping budgets cuts and tax hikes hagel s support for slashing spending at the pentagon has irked many defense hawks this is a time when a secretary of defense needs to be raising hell about the sequestration cuts said the rumsfeld aide it s not clear that hagel has any interest in picking that fight hagel s reluctance to chastise iran also remains a central concern as chief of the pentagon it is expected he would avoid planning for a military intervention should tehran refuse to end its clandestine nuclear enrichment program the military brass is already reluctant to offer up any military options on iran even though it s their job to have something on the books and to leave the options of the commander in chief open said the rumsfeld aide hagel will only reinforce these worrisome tendencies chances are he ll view any legitimate effort to talk about military options with iran as some plot by the israel lobby to box him in the source said""]"
207,206,238,206_point_good_damn_hmm,"['point', 'good', 'damn', 'hmm', 'imo', 'mmmm', 'revision', 'revise', 'nice', 'actually']","['good point', 'good point', 'good point']"
208,207,236,207_drumpf_thanks_obama_drumpfs,"['drumpf', 'thanks', 'obama', 'drumpfs', 'herr', 'stormy', 'rump', 'donnie', 'sick', 'ha']","['oh you mean like drumpf', 'worse that drumpf', 'how did drumpf work out']"
209,208,231,208_outrage_milo_sjw_speech,"['outrage', 'milo', 'sjw', 'speech', 'outraged', 'journalists', 'discourse', 'outrages', 'milos', 'media']","['this is where we can express our outrage at the outrage', 'outrage of the day', ""it's an outrage""]"
210,209,227,209_agree_oy_fwiw_pal,"['agree', 'oy', 'fwiw', 'pal', 'haha', 'sum', 'oh', 'ah', 'wow', 'lol']","['i agree', 'i agree', 'i agree']"
211,210,225,210_yoga_moose_horses_squirrel,"['yoga', 'moose', 'horses', 'squirrel', 'horse', 'hen', 'classes', 'camel', 'pig', 'bikram']","[""thank you rosalie murphy for an insightful article i am a woman of color and have been practicing for many years currently i am taking teacher training my yoga community has diverse teachers and students yes the world of yoga could be more diverse however when i am in a downward dog i am not thinking about the inequities or inaccessibility of yoga in my downward dog i am simply grateful for the opportunity to relax and do something good for my body whenever i can i encourage others of all colors to try yoga i also have done free presentations classes most studios offer free periods for trials discounted rates for educators students and usually yoga for trade for people of any color that are willing to clean the studio provide marketing services or help maintain the community for hours a week in exchange for free yoga practice racism is alive and well there is certainly no doubt about that however in this article rosalie murphy presented information that is true the truth is not always palatable and that is unfortunate some of what makes yoga inaccessible to people of color is rooted in racism also some of what makes yoga appear to be only for women is rooted in sexism it is rare when a yoga magazine has a man on the cover of any color most people think yoga is for women only and it isn't yoga is for everyone and anyone that wishes to practice regardless of economic class race or culture and practicing has nothing to do with which name brand you wear"", ""whoa someone missed their yoga session today well i can tell by the tone of your other comments that you've never done yoga i realize that yoga is something of a sacred cow in india but facts are facts the yoga practiced in the west since the th century has little to do with the yoga that was practiced in india before then but don't take my word for it here's an interesting recent article that discusses how modern yoga as we know it in the west came to be invented"", ""lol how'd i know you'd be here talking about yoga again""]"
212,211,222,211_labor_immigrants_workers_jobs,"['labor', 'immigrants', 'workers', 'jobs', 'wages', 'china', 'immigration', 'skilled', 'immigrant', 'wage']","[""strange i know quite a few people who did construction labor in high school or college i know quite a few people who were making very good money in skilled trades who are now doing other things none of them were displaced by illegal immigrants a friend of mine who used to be a mason and is now a diesel mechanic lost his work i won't say job because the economy went in the crapper and no one wanted to build new homes or businesses for several years frankly your argument is all over the place you're talking about labor participation which is a function of general labor demand and demographics not just labor demand for local work like construction and as i've already pointed out and as you continually ignore because it destroys your argument labor demand in aggregate is being affected by overseas labor markets things like hand tools furniture or appliances that used to be american made are now churned out of a factory in china if you really want to understand where the middle class went in america that's where but you're not really interested you're not interested in knowing what's true you're interested in blaming illegal immigration which has very little effect on the total economy the moment that american corporations could shift their manufacturing to mexico without any trade barriers and then to asia the demand for american workers began to decline"", ""wow a reasonable comment i would give you a participation prize but that is frowned upon these days you seem to assume i have no sympathy for american workers why because i have sympathy for immigrants too this is wrong i don't hate american workers as i work with them every day in the construction industry a mix of skilled and unskilled labor a lot of immigrants with green cards but white and latino americans too automation will take jobs but i don't think low skilled laborers will ever be unnecessary it is funny that when we talk of raising the minimum wage we are told these are jobs for kids not full grown adults trying to raise a family but when immigrants fill these jobs we are told they are taking them away from american workers and lowering wages well which is it i have fought my whole life to have stronger protections wages etc for all workers i am not going to hate on or blame immigrants because corporate america has been screwing the whole country for years"", ""ok it is a complex issue i'll back off my statement solely blaming the wealthy for example construction was heavily impacted by the housing crisis to some extent and in some areas this has recovered but the construction industry overall was part of a bubble that has burst essentially downsized have middle class workers been replaced by lower class workers probably because construction companies are trying to reduce costs and stay afloat this is a common scenario that has played out in many industries do we blame immigrants for this no it is a function of a changing economy however less than ethical owners of construction companies may be taking advantage of this by hiring cheaper workers even if they don't need to as lower wages increase profits i know some owners of construction companies and they aren't hurting personally at all i'm glad you are in it because this is a field that isn't going away any time soon i'm not sure about the employee market in it however with regard to your statement that there is no shortage of qualified americans to do this work there may be no shortage but are they willing to work for lower wages as are many immigrants i have friends in the raleigh nc and boulder co areas which are it software hotspots and there are large indian and asian immigrant worker contingents i find it hard to imagine that these workers are that much more competent than american counterparts so why are they hired they likely work for lower wages so why is this the immigrants' 'fault' it's not it's the companies that do the hiring as they make greater profits with lower wage workers a similar situation exists with say farm workers or unskilled laborers in my area you see very few white laborers in this category they are largely hispanic why the white workers simply won't do the same work as the immigrants for the same pay they would rather sit on their butts and collect unemployment welfare there is plenty of work but the whites just won't do it so in this case you could blame entitlements i e if the whites couldn't go on welfare would they work probably but they have already been out competed by the immigrant labor force if they don't gain some skills or job training they are out of luck this country was built by immigrants i see no reason why this should change let the market decide who works and who doesn't the aspect of the job market that should be controlled in this instance is the profit margin of companies who hire workers and the incomes of the owners of these companies so that inappropriate i e solely to pad the pockets of shareholders owners hiring of low wage workers is controlled raising the minimum wage is one way to do this there are other mechanisms as well""]"
213,212,220,212_lizard_duck_orangutan_ducks,"['lizard', 'duck', 'orangutan', 'ducks', 'quacks', 'lizards', 'cover', 'orangutans', 'walks', 'res']","['they lizard people', 'or from the lizard people', 'and you seem like a lizard']"
214,213,217,213_aircraft_air_plane_military,"['aircraft', 'air', 'plane', 'military', 'fighter', 'war', 'planes', 'combat', 'troops', 'harriers']","[""it makes you wonder why there is not a program to develop the aircraft that will be a true f f replacement something that doesn't prioritize stealth that incorporates the most cost effective technologies and best practices features that have been identified over the last half century of aircraft manufacturing something like the f e f aircraft but designed to be the workhorse multirole that does the heavy lifting for attack and air superiority roles while the stealthy f and f can handle air defenses and any serious air to air threats the a could use a modernization program it's already the best attack aircraft in the history of aviation and yet legislators seem keen on spending the money on a dubious multi role like the f which we can't afford a large fleet of"", ""the joint strike fighter project has not cost a trillion dollars yet it is projected to cost that over years of development of witch the f is one of several development projects the reality of the situation is that almost all of our aircraft were designed and built before the people flying them were even born and in a combat situation would struggle to keep air superiority against a large developed nation today let alone years from now for instance those f 's the author thinks would be a great idea to keep building were first built in and are about years away from being shot down by anyone with a surface to air missile program and a shoestring budget these aircraft are not developed over night either the joint strike fighter program started in that's years ago we realized that our aircraft were rapidly becoming antiques and it's been just recently that we've had something to replace them with sorry they didn't foresee our current financial situation years ago and instead thought looks like our aircraft are aircraft are going to start loosing in the near future lets start a development project to create a single aircraft to replace the four different kinds of borderline obsolete fighter aircraft we are flying that require different sets of training schools for pilots maintainers and ordnance and different supply systems for replacement parts continuing to use these tired and rapidly becoming infective aircraft is like asking the people in our infantry to use bolt action battle rifles sure it would be way cheaper than the small arms of today but you would loose firefights to every dirka dirk goatherd with a rusted out ak i'm not saying that billion dollars estimated cost over the programs cycle a year is not steep but its kind of a dollars now or lives later situation"", ""the f is a ludicrously expensive plane but much of the cost has already been spent the r d costs were the largest partially due to feature creep and the many versions of the plane the f b and its inclusion of stvl vtol capabilities was particularly egregious however compared to other planes in the same price range it greatly outperforms nothing on the market is as good value as the f and that's primarily because of the size of the program the larger the program and the more planes ordered the less each plane costs because the r d costs are spread approximately equally it's not really under performing either the goals and features are different from other planes of the past it will be engaging almost completely from beyond visual range bvr so its dogfighting capabilities are less relevant it's not an air superiority fighter either that's the f it's a multirole aircraft that's able to perform close air support and air to air combat it's main strengths are things that you're unlikely to hear much about in the news namely it's siginifcantly enhanced sensor suite avionics and datalink that allow it to create a shared view of airspace additionally it's a stealth aircraft that no opponents have a good solution for detecting any of the competitors like eurocanards are significantly less capable and not stealthy it's a ludicrously expensive program but it has to be without all the other countries being part of the project it would be practically impossible to achieve essentially you're paying a lot of money but getting the best multirole aircraft in the world is it necessary there's not currently a need for such a capable plane but you have to invest ahead of time to have good equipment in the event of a war you go into a war with the military you have not the one you want""]"
215,214,214,214_onion_onions_atlantic_article,"['onion', 'onions', 'atlantic', 'article', 'headline', 'belt', 'parody', 'reading', 'funny', 'hilarious']","['the onion', 'is this the onion', 'not the onion']"
216,215,211,215_austerity_spending_iceland_spain,"['austerity', 'spending', 'iceland', 'spain', 'growth', 'gdp', 'government', 'bankers', 'banks', 'eu']","['slowing of spending growth is not austerity anyone who thinks the government of the s was an austerity government is kidding themselves', ""austerity you have already run out of other people's money"", 'why in the world would we want austerity']"
