target,stance,stance_type,explanation,comment_id,comment_date
The government,AGAINST,EXPLICIT,"I agree with the following: The comment critiques the idea of government-led military intervention in Hong Kong, expressing opposition to such action.",4578977990,2019-08-15 05:48:15
Christianity,AGAINST,EXPLICIT,I agree with the following: False prophets are warned against in Christianity.,4541706373,2019-07-16 14:04:45
Christians,AGAINST,EXPLICIT,I agree with the following: False prophets are warned against in Christianity.,4541706373,2019-07-16 14:04:45
Politicians,AGAINST,EXPLICIT,I agree with the following: False prophets are warned against in the context of politicians.,4541706373,2019-07-16 14:04:45
Immigration / immigrants,AGAINST,IMPLICIT,"I agree with the following: The commenter is against the Green Card Giveaway Bill, implying opposition to certain immigration policies.",4626010523,2019-09-23 16:00:59
Donald Trump,AGAINST,IMPLICIT,I agree with the following: The sarcastic tone suggests opposition to Trump's policies or actions.,4626010523,2019-09-23 16:00:59
Hillary Clinton,AGAINST,EXPLICIT,"I agree with the following: Hillary Clinton is referred to negatively as a 'creature' and 'Harpy,' indicating a strong negative stance towards her.",4700088120,2019-11-23 17:46:33
Donald Trump,FAVOR,IMPLICIT,I agree with the following: The comment implies approval of Trump's role in preventing Hillary Clinton from becoming president.,4700088120,2019-11-23 17:46:33
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Ryan's economic policy leads to more Mexicans immigrating.,4669079058,2019-10-28 19:29:06
America / USA,AGAINST,EXPLICIT,"I agree with the following: Ryan's economic policy results in corporations leaving for China, negatively impacting America.",4669079058,2019-10-28 19:29:06
Economy is good,AGAINST,EXPLICIT,I agree with the following: Ryan's economic policy is harmful as it causes corporations to leave for China.,4669079058,2019-10-28 19:29:06
Hillary Clinton,AGAINST,EXPLICIT,"I agree with the following: The comment implies Hillary Clinton should be condemned for using foreign Intel, suggesting criticism towards her actions.",4501401174,2019-06-13 21:03:07
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Susan Rice, a Democrat, implying hypocrisy, thus expressing a negative stance towards Democrats.",4501401174,2019-06-13 21:03:07
Barack Obama,AGAINST,EXPLICIT,"I agree with the following: The comment refers to 'Barry' as Susan Rice's boss, suggesting Obama was involved in similar actions to Trump, indicating criticism.",4501401174,2019-06-13 21:03:07
Politicians,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards politicians like Obama and Clinton, suggesting they are hypocritical.",4501401174,2019-06-13 21:03:07
Liberals,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Obama and Clinton, who are liberals, implying a negative stance towards liberals.",4501401174,2019-06-13 21:03:07
Woke,AGAINST,IMPLICIT,"I agree with the following: The term 'Kaputnik' implies criticism of Colin Kaepernick's activism, which is often associated with 'woke' culture.",4340633152,2019-02-16 17:35:49
Sport,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Colin Kaepernick as a 'has been quarterback,' implying a negative view of his sports career.",4340633152,2019-02-16 17:35:49
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Immigrants will turn red states blue, opposing Republican dominance.",4466421060,2019-05-17 17:09:48
Immigration / immigrants,FAVOR,EXPLICIT,I agree with the following: Immigrants will turn red states blue.,4466421060,2019-05-17 17:09:48
Diversity,FAVOR,EXPLICIT,I agree with the following: Diversity through immigration will impact politics.,4466421060,2019-05-17 17:09:48
America / USA,FAVOR,EXPLICIT,I agree with the following: Immigrants will influence the political landscape in the U.S.,4466421060,2019-05-17 17:09:48
Democrats,FAVOR,EXPLICIT,I agree with the following: Immigrants will support Democratic states.,4466421060,2019-05-17 17:09:48
Conservatives,AGAINST,EXPLICIT,"I agree with the following: Immigrants will change red states to blue, opposing conservatives.",4466421060,2019-05-17 17:09:48
Donald Trump,AGAINST,EXPLICIT,I agree with the following: Immigrants will counter Trump's policies by changing state politics.,4466421060,2019-05-17 17:09:48
Liberals,FAVOR,EXPLICIT,I agree with the following: Immigrants will help liberals gain political ground.,4466421060,2019-05-17 17:09:48
Progressives,FAVOR,EXPLICIT,I agree with the following: Immigrants will aid in turning red states blue.,4466421060,2019-05-17 17:09:48
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The U.S. letting in millions of new citizens with dubious loyalty is problematic.,4683912409,2019-11-10 04:16:21
Taxes are (good | fair),AGAINST,EXPLICIT,I agree with the following: The U.S. is tired of paying tax money for others' defense.,4683912409,2019-11-10 04:16:21
Military,AGAINST,EXPLICIT,I agree with the following: The U.S. is burdened by paying for others' defense.,4683912409,2019-11-10 04:16:21
America / USA,AGAINST,EXPLICIT,I agree with the following: The U.S. involvement in wars has led to negative outcomes.,4683912409,2019-11-10 04:16:21
Politicians,AGAINST,EXPLICIT,I agree with the following: The government and bureaucracy rule the people.,4683912409,2019-11-10 04:16:21
The government,AGAINST,EXPLICIT,I agree with the following: The government is a bureaucratic state ruling the people.,4683912409,2019-11-10 04:16:21
Media,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards mainstream media for not covering Rebel Media's presence, suggesting bias or inadequate reporting.",4644900519,2019-10-08 17:15:10
Ukraine,AGAINST,EXPLICIT,I agree with the following: It was Obama who refused to answer the phone when the Ukrainians called for help.,4632501398,2019-09-28 15:26:07
Democrats,AGAINST,EXPLICIT,I agree with the following: It was Obama who refused to answer the phone when the Ukrainians called for help.,4632501398,2019-09-28 15:26:07
Barack Obama,AGAINST,EXPLICIT,I agree with the following: It was Obama who refused to answer the phone when the Ukrainians called for help.,4632501398,2019-09-28 15:26:07
Politicians,AGAINST,EXPLICIT,I agree with the following: It was Obama who refused to answer the phone when the Ukrainians called for help.,4632501398,2019-09-28 15:26:07
The government,AGAINST,EXPLICIT,I agree with the following: It was Obama who refused to answer the phone when the Ukrainians called for help.,4632501398,2019-09-28 15:26:07
Crime,AGAINST,EXPLICIT,"I agree with the following: The commenter is expressing disappointment that the stabbing was done by a random person, implying disapproval of the criminal act.",4686657095,2019-11-12 17:00:25
Woke,AGAINST,EXPLICIT,I agree with the following: The term 'woke' is used critically to describe an overly lenient attitude towards crime in England.,4650813297,2019-10-13 16:21:09
Crime,AGAINST,EXPLICIT,"I agree with the following: The criminal's lenient treatment is criticized, indicating a negative stance towards the handling of crime.",4650813297,2019-10-13 16:21:09
The government,AGAINST,EXPLICIT,I agree with the following: The government's handling of crime is criticized as being too lenient.,4650813297,2019-10-13 16:21:09
Capitalism,AGAINST,EXPLICIT,I agree with the following: Corporate greed is a significant issue.,4623080519,2019-09-20 21:35:28
Elites,AGAINST,EXPLICIT,I agree with the following: Corporate greed is a significant issue.,4623080519,2019-09-20 21:35:28
Conservatives,AGAINST,EXPLICIT,"I agree with the following: The Conservatives are criticized for focusing on trivial matters, which reflects poorly on them.",4636043366,2019-10-01 16:24:33
Politicians,AGAINST,EXPLICIT,I agree with the following: The aide's action reflects poorly on the politicians they serve.,4636043366,2019-10-01 16:24:33
The government,AGAINST,EXPLICIT,I agree with the following: The government's focus on trivial matters is criticized.,4636043366,2019-10-01 16:24:33
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: I don't care about 70,000 illegals at the border.",4713538947,2019-12-05 20:49:40
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republicans are part of the problematic political establishment.,4664763051,2019-10-24 22:35:41
Immigration / immigrants,FAVOR,EXPLICIT,I agree with the following: Trump needs to do something very visible about immigration because it is what got him elected.,4692697306,2019-11-17 15:57:30
Donald Trump,FAVOR,EXPLICIT,I agree with the following: Trump needs to do something very visible about immigration because it is what got him elected.,4692697306,2019-11-17 15:57:30
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republicans (Bush people) have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: He'll lose it eventually to one of his Mexican pals.,4719269145,2019-12-10 14:51:47
Diversity,AGAINST,EXPLICIT,I agree with the following: He'll lose it eventually to one of his Mexican pals.,4719269145,2019-12-10 14:51:47
Crime,AGAINST,EXPLICIT,I agree with the following: The Bush people always have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
America / USA,AGAINST,EXPLICIT,I agree with the following: The Bush people always have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
Conservatives,AGAINST,EXPLICIT,I agree with the following: The Bush people always have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
Politicians,AGAINST,EXPLICIT,I agree with the following: The Bush people always have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
The government,AGAINST,EXPLICIT,I agree with the following: The Bush people always have a hard time figuring out who the bad guys are.,4719269145,2019-12-10 14:51:47
Media,AGAINST,EXPLICIT,I agree with the following: The CBC is state funded and doing something petty like this is just like that little ankle biter Justin.,4736012093,2019-12-26 17:32:27
Politicians,AGAINST,EXPLICIT,I agree with the following: The CBC is state funded and doing something petty like this is just like that little ankle biter Justin.,4736012093,2019-12-26 17:32:27
The government,AGAINST,EXPLICIT,I agree with the following: The CBC is state funded and doing something petty like this is just like that little ankle biter Justin.,4736012093,2019-12-26 17:32:27
Liberals,AGAINST,EXPLICIT,I agree with the following: The CBC is state funded and doing something petty like this is just like that little ankle biter Justin.,4736012093,2019-12-26 17:32:27
Military,AGAINST,EXPLICIT,I agree with the following: The military's actions are overly focused on war.,4750289838,2020-01-09 00:05:04
America / USA,AGAINST,EXPLICIT,I agree with the following: America's approach to war is problematic.,4750289838,2020-01-09 00:05:04
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats become overly friendly with enemies during war.,4750289838,2020-01-09 00:05:04
The government,AGAINST,EXPLICIT,I agree with the following: The government is overly focused on war.,4750289838,2020-01-09 00:05:04
Liberals,AGAINST,EXPLICIT,I agree with the following: Liberals become overly friendly with enemies during war.,4750289838,2020-01-09 00:05:04
Media,AGAINST,IMPLICIT,I agree with the following: The Washington Post's potential appeal suggests skepticism towards their handling of the legal case.,4556046995,2019-07-27 22:27:11
Barack Obama,AGAINST,EXPLICIT,"I agree with the following: There is a reason that Barack Obama's mother left him in Hawaii, implying something negative about him.",4730252391,2019-12-19 22:21:49
Military,FAVOR,EXPLICIT,"I agree with the following: The cadets are white and in uniform, which is enough for the left to criticize them, but they should be defended.",4731367189,2019-12-21 00:00:36
Liberals,AGAINST,EXPLICIT,I agree with the following: The left criticizes the cadets just for being white and in uniform.,4731367189,2019-12-21 00:00:36
Republicans (GOP),AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards Nicolle Wallace for her past association with Sean Hannity, suggesting disapproval of her current stance, which may reflect on the GOP.",4824058181,2020-03-07 16:48:27
Elites,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Nicolle Wallace, implying she is part of the elite and disapproving of her actions.",4824058181,2020-03-07 16:48:27
Journalists,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Nicolle Wallace, a journalist, suggesting disapproval of her actions.",4824058181,2020-03-07 16:48:27
Media,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Nicolle Wallace, who is part of the media, suggesting disapproval of her actions.",4824058181,2020-03-07 16:48:27
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards Nicolle Wallace, associated with MSNBC, suggesting disapproval of her stance, which may reflect on Democrats.",4824058181,2020-03-07 16:48:27
Conservatives,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Nicolle Wallace for acting like Sean Hannity, a conservative, suggesting disapproval.",4824058181,2020-03-07 16:48:27
Liberals,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards Nicolle Wallace, associated with a liberal network, suggesting disapproval.",4824058181,2020-03-07 16:48:27
Progressives,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Nicolle Wallace, suggesting disapproval of her progressive stance.",4824058181,2020-03-07 16:48:27
Socialism / Communism,AGAINST,EXPLICIT,"I agree with the following: Bernie Sanders couldn't take on his own party for the win, implying criticism of his socialist stance.",4787447375,2020-02-07 17:34:10
Democrats,AGAINST,EXPLICIT,"I agree with the following: Bernie Sanders couldn't take on his own party for the win, implying criticism of the Democratic Party.",4787447375,2020-02-07 17:34:10
Liberals,AGAINST,EXPLICIT,"I agree with the following: Bernie Sanders couldn't take on his own party for the win, implying criticism of liberals.",4787447375,2020-02-07 17:34:10
Progressives,AGAINST,EXPLICIT,"I agree with the following: Bernie Sanders couldn't take on his own party for the win, implying criticism of progressives.",4787447375,2020-02-07 17:34:10
Democrats,AGAINST,IMPLICIT,I agree with the following: Bloomberg's rise in polls without visible ads and public communication seems questionable and reflects poorly on the Democratic primary process.,4801983836,2020-02-19 18:27:30
Elites,AGAINST,EXPLICIT,"I agree with the following: Harvard students and professors are criticized for handing over money and receiving automatic passing grades, implying a lack of rigor in their education system.",4841002821,2020-03-20 20:08:06
Social welfare,AGAINST,EXPLICIT,"I agree with the following: The comment mocks the qualifications of someone entering the NHS, implying a negative view towards social welfare.",4724303314,2019-12-14 17:47:42
Healthcare,AGAINST,EXPLICIT,"I agree with the following: The comment mocks the qualifications of someone entering the NHS, suggesting a negative stance towards healthcare.",4724303314,2019-12-14 17:47:42
Barack Obama,AGAINST,EXPLICIT,I agree with the following: Obama got one for being black and Greta will get one for being stupid. That doesn't say much for the Nobel prize does it?,4782455797,2020-02-04 00:48:19
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Open borders lead to negative consequences such as death and the use of children for citizenship.,4831603279,2020-03-13 15:46:35
America / USA,AGAINST,EXPLICIT,"I agree with the following: Open borders lead to negative consequences such as death and the use of children for citizenship, which is harmful to America.",4831603279,2020-03-13 15:46:35
The government,AGAINST,EXPLICIT,I agree with the following: The government's handling of open borders leads to negative consequences such as death and the use of children for citizenship.,4831603279,2020-03-13 15:46:35
Republicans (GOP),FAVOR,EXPLICIT,"I agree with the following: The comment supports Kavanaugh and Gorsuch, who are associated with Republicans, indicating a favorable stance.",4820876724,2020-03-04 22:45:18
Democrats,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes a Democrat Senator, indicating an against stance.",4820876724,2020-03-04 22:45:18
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes a politician, indicating an against stance.",4820876724,2020-03-04 22:45:18
China,AGAINST,EXPLICIT,I agree with the following: I don't trust the Chinese government.,4773141509,2020-01-27 16:52:43
Media,AGAINST,EXPLICIT,I agree with the following: I don't trust the media.,4773141509,2020-01-27 16:52:43
The government,AGAINST,EXPLICIT,I agree with the following: I don't trust the agencies in our various governments to be able to handle this if this really is a big threat.,4773141509,2020-01-27 16:52:43
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: Conte opened the door to Syrian refugees from Central Africa, which is a negative action.",4869048961,2020-04-10 16:01:07
Nancy Pelosi,AGAINST,EXPLICIT,I agree with the following: Nancy Pelosi is withholding aid to Americans and should be impeached.,4845978681,2020-03-24 17:05:26
Donald Trump,AGAINST,EXPLICIT,I agree with the following: That rascally Trump is there no end to his villainy?,4837887664,2020-03-18 15:56:50
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Mitt Romney is criticized negatively, indicating a stance against Republicans.",4810357047,2020-02-26 05:00:43
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment expresses concern about immigrants rushing to the U.S. for safety and treatment, implying a stance against immigration.",4901356645,2020-05-04 22:36:59
China,AGAINST,EXPLICIT,"I agree with the following: The term 'Wuhan Flu' implies a negative stance towards China, suggesting criticism of its handling of the virus.",4901356645,2020-05-04 22:36:59
America / USA,FAVOR,EXPLICIT,"I agree with the following: The comment urges President Trump to guard the border, indicating support for America's actions.",4901356645,2020-05-04 22:36:59
Donald Trump,FAVOR,EXPLICIT,I agree with the following: The comment explicitly supports President Trump by urging him to guard the border.,4901356645,2020-05-04 22:36:59
Covid,AGAINST,EXPLICIT,"I agree with the following: The comment refers to COVID-19 as 'Wuhan Flu' and expresses concern about its deadliness, indicating a stance against COVID.",4901356645,2020-05-04 22:36:59
Elites,AGAINST,IMPLICIT,"I agree with the following: The comment implies that Barbra Streisand, as a Hollywood elite, is indulging in unhealthy habits, suggesting a negative view of elites.",4828875171,2020-03-11 16:53:57
Food,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes Barbra Streisand for indulging in Hostess Ding Dongs, implying a negative stance on unhealthy food choices.",4828875171,2020-03-11 16:53:57
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats are trying to manipulate the voting system to allow non-humans to vote.,4863321201,2020-04-06 15:39:17
Nancy Pelosi,AGAINST,EXPLICIT,"I agree with the following: Nancy Pelosi will figure out a way for machines to vote, implying manipulation of the voting system.",4863321201,2020-04-06 15:39:17
Democrats,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Andrew Cuomo, a Democrat, by calling him a 'moron,' indicating a negative stance towards Democrats.",4856544438,2020-04-01 14:05:43
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment refers to Andrew Cuomo as a 'moron,' expressing a negative view of politicians.",4856544438,2020-04-01 14:05:43
Military,FAVOR,EXPLICIT,"I agree with the following: The commenter expresses admiration for the military pilots and their actions, indicating a positive stance towards the military.",4927560176,2020-05-26 00:26:53
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republicans are lying about immigration numbers.,4881319405,2020-04-19 15:23:24
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The government is lying about immigration numbers.,4881319405,2020-04-19 15:23:24
White people,AGAINST,EXPLICIT,"I agree with the following: White people aren't having babies, contributing to population issues.",4881319405,2020-04-19 15:23:24
Crime,AGAINST,EXPLICIT,"I agree with the following: Black people are involved in crime, contributing to population issues.",4881319405,2020-04-19 15:23:24
Black people,AGAINST,EXPLICIT,"I agree with the following: Black people are killing their babies through abortion, gang life, or prison.",4881319405,2020-04-19 15:23:24
America / USA,AGAINST,EXPLICIT,I agree with the following: The government is lying about population numbers.,4881319405,2020-04-19 15:23:24
Abortion,AGAINST,EXPLICIT,I agree with the following: Abortion is contributing to population decline.,4881319405,2020-04-19 15:23:24
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats are lying about immigration numbers.,4881319405,2020-04-19 15:23:24
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians are lying about immigration numbers.,4881319405,2020-04-19 15:23:24
The government,AGAINST,EXPLICIT,I agree with the following: The government is lying about immigration and population numbers.,4881319405,2020-04-19 15:23:24
Democrats,AGAINST,EXPLICIT,"I agree with the following: Governor Gretchen Whitmer's executive orders are authoritarian and dictatorial, reflecting poorly on the Democratic party.",4912381296,2020-05-13 15:29:44
Woke,AGAINST,EXPLICIT,"I agree with the following: The comment questions Otter's adoption of being 'woke,' implying skepticism or criticism.",4924847571,2020-05-23 16:21:11
Food,AGAINST,EXPLICIT,I agree with the following: Dog is a delicacy in most of Asia. Never like that myself in my travels around Asia back in the day.,4875841835,2020-04-15 13:35:01
Vegetarians / Vegans,AGAINST,EXPLICIT,I agree with the following: Dog is a delicacy in most of Asia. Never like that myself in my travels around Asia back in the day.,4875841835,2020-04-15 13:35:01
Republicans (GOP),FAVOR,IMPLICIT,"I agree with the following: The commenter supports Republicans due to their stance against gun control, implied by opposition to 'gun grabbers.'",4941127657,2020-06-04 21:04:24
Democrats,AGAINST,IMPLICIT,"I agree with the following: The commenter is against Democrats due to their association with gun control policies, referred to as 'gun grabbers.'",4941127657,2020-06-04 21:04:24
Conservatives,FAVOR,IMPLICIT,"I agree with the following: The commenter supports conservatives due to their stance against gun control, implied by opposition to 'gun grabbers.'",4941127657,2020-06-04 21:04:24
Liberals,AGAINST,IMPLICIT,"I agree with the following: The commenter is against liberals due to their association with gun control policies, referred to as 'gun grabbers.'",4941127657,2020-06-04 21:04:24
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Governor Reeves and the GOP are being criticized as traitors.,4975455332,2020-07-01 14:41:50
Media,AGAINST,EXPLICIT,I agree with the following: Amazon's removal of streaming content is problematic.,4873298953,2020-04-13 23:32:54
Democrats,AGAINST,EXPLICIT,I agree with the following: The Democrats are using impeachment as a farce and unfairly blaming Donald Trump for COVID-19 deaths.,4852565795,2020-03-29 15:27:47
Donald Trump,FAVOR,EXPLICIT,I agree with the following: Donald Trump is being unfairly blamed by the Democrats for COVID-19 deaths.,4852565795,2020-03-29 15:27:47
Covid,AGAINST,EXPLICIT,I agree with the following: The Democrats are using COVID-19 deaths to blame Donald Trump unfairly.,4852565795,2020-03-29 15:27:47
Woke,AGAINST,EXPLICIT,"I agree with the following: The 'Not Woke' group is against the direction HBO is taking, implying opposition to the 'Woke' movement.",4955489170,2020-06-15 21:21:05
Media,AGAINST,EXPLICIT,"I agree with the following: The 'Not Woke' group gave HBO an earful, indicating criticism towards the media platform.",4955489170,2020-06-15 21:21:05
Democrats,AGAINST,EXPLICIT,"I agree with the following: A leftist controlled store got bent over by another leftist, how is this my concern?",5001533073,2020-07-22 14:20:13
Liberals,AGAINST,EXPLICIT,"I agree with the following: A leftist controlled store got bent over by another leftist, how is this my concern?",5001533073,2020-07-22 14:20:13
Sport,FAVOR,EXPLICIT,I agree with the following: MLB could have opened on time with proper safety measures like spacing out fans and requiring masks.,4895202995,2020-04-29 23:57:17
Covid,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the handling of the Covid pandemic, suggesting poor management led to its spread.",4970126002,2020-06-27 03:53:25
China,AGAINST,EXPLICIT,I agree with the following: The term 'Wuhan Terror Flu' implies blame on China for the virus's origin.,4970126002,2020-06-27 03:53:25
Crime,AGAINST,EXPLICIT,"I agree with the following: The comment implies that voter fraud is a significant issue, indicating a stance against crime.",4987279211,2020-07-10 21:39:12
America / USA,AGAINST,IMPLICIT,"I agree with the following: The comment suggests dissatisfaction with the election process in Nevada, implying a negative stance towards the current state of affairs in the USA.",4987279211,2020-07-10 21:39:12
Politicians,AGAINST,IMPLICIT,I agree with the following: The mention of voter registration issues and a 'dirty' election implies distrust in politicians.,4987279211,2020-07-10 21:39:12
The government,AGAINST,IMPLICIT,"I agree with the following: The comment suggests skepticism towards the government's handling of elections, indicating a negative stance.",4987279211,2020-07-10 21:39:12
Jobs are (available | good),AGAINST,IMPLICIT,"I agree with the following: AOC's position is not due to her intelligence, implying criticism towards her job or role.",4887247490,2020-04-23 21:18:39
Democrats,AGAINST,IMPLICIT,"I agree with the following: AOC's position is not due to her intelligence, implying criticism towards her and, by extension, the Democratic party.",4887247490,2020-04-23 21:18:39
Politicians,AGAINST,IMPLICIT,"I agree with the following: AOC's position is not due to her intelligence, implying criticism towards her as a politician.",4887247490,2020-04-23 21:18:39
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment implies a negative view towards Democrats by referring to the opponent as an 'Antifa freak,' suggesting dissatisfaction with the party's direction.",5063955764,2020-09-09 17:08:25
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes both the current mayor and his opponent, indicating a clear negative stance towards politicians.",5063955764,2020-09-09 17:08:25
The government,AGAINST,EXPLICIT,"I agree with the following: The comment advises not to look to the mayor's office for solutions, showing dissatisfaction with the government.",5063955764,2020-09-09 17:08:25
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment expresses concern about the government's handling of immigration, suggesting it is worse than in France.",4991439571,2020-07-14 13:25:08
Diversity,AGAINST,EXPLICIT,I agree with the following: The comment implies a negative view on diversity by suggesting France has lost its identity.,4991439571,2020-07-14 13:25:08
America / USA,AGAINST,EXPLICIT,I agree with the following: The comment suggests the U.S. government may be hiding worse immigration figures.,4991439571,2020-07-14 13:25:08
Politicians,AGAINST,EXPLICIT,I agree with the following: The comment criticizes the government's transparency and policies.,4991439571,2020-07-14 13:25:08
The government,AGAINST,EXPLICIT,I agree with the following: The comment expresses distrust in the government's handling of immigration.,4991439571,2020-07-14 13:25:08
Journalists,AGAINST,EXPLICIT,"I agree with the following: The commenter expresses distrust in Jemele Hill, indicating a negative stance towards journalists.",4999000584,2020-07-20 16:20:47
Media,AGAINST,EXPLICIT,"I agree with the following: The commenter expresses distrust in Jemele Hill, indicating a negative stance towards the media.",4999000584,2020-07-20 16:20:47
Drugs,AGAINST,EXPLICIT,"I agree with the following: George Floyd was a meth addict, which is a negative trait.",4950897833,2020-06-12 01:37:25
Crime,AGAINST,EXPLICIT,"I agree with the following: George Floyd was a criminal, which is a negative trait.",4950897833,2020-06-12 01:37:25
Crime,AGAINST,EXPLICIT,I agree with the following: Looting leads to negative consequences such as loss of property and potential legal repercussions.,4937633915,2020-06-02 14:24:08
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Republican support for Romney should be zero, indicating dissatisfaction.",4945743841,2020-06-08 14:06:06
Diversity,AGAINST,EXPLICIT,I agree with the following: The commenter is critical of diversity being used as a reason for offense.,4958928835,2020-06-18 14:45:45
Woke,AGAINST,EXPLICIT,I agree with the following: The commenter criticizes 'woke' corporations for virtue signaling.,4958928835,2020-06-18 14:45:45
Diversity,AGAINST,EXPLICIT,"I agree with the following: The leaked slide from Goodyear's diversity training shows unacceptable slogans, indicating diversity initiatives are problematic.",5036560416,2020-08-19 13:29:20
Feminism,AGAINST,EXPLICIT,I agree with the following: Feminists in HR are causing problems and gumming up the works.,5036560416,2020-08-19 13:29:20
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Refugees are causing problems in Sweden.,5007454842,2020-07-27 11:57:48
Police,AGAINST,EXPLICIT,"I agree with the following: PETA is striking the match, implying criticism towards the police.",5013071291,2020-07-31 17:39:14
Crime,AGAINST,EXPLICIT,"I agree with the following: The comment suggests support for looting, which is a crime, indicating a stance against addressing crime.",4931000422,2020-05-28 16:36:19
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Republican Representatives and Senators for their stance on open borders, suggesting GOP voters might remember their records on this issue.",5058645256,2020-09-05 03:19:54
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the GOP's approach to open borders and visa policies, implying opposition to more lenient immigration policies.",5058645256,2020-09-05 03:19:54
Barack Obama,AGAINST,EXPLICIT,"I agree with the following: The comment brings up Obama's record on open borders in a critical manner, suggesting disapproval of his policies.",5058645256,2020-09-05 03:19:54
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment addresses Republican politicians, criticizing their approach to immigration policies, indicating a negative stance towards their actions.",5058645256,2020-09-05 03:19:54
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden is clueless and being used as a front man while others work on changing America.,5071900022,2020-09-15 20:56:43
White people,AGAINST,EXPLICIT,"I agree with the following: The commenter questions the idea that whiteness provides an advantage by pointing out that they are white and not a billionaire, while Oprah, a black billionaire, is. This suggests disagreement with the notion of white privilege.",5017693123,2020-08-04 15:22:01
Black people,AGAINST,EXPLICIT,"I agree with the following: The commenter implies that Oprah's success as a black billionaire is strange, which could be seen as dismissive or critical of her achievements.",5017693123,2020-08-04 15:22:01
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The senator from Oklahoma is posturing, indicating criticism towards Republicans.",5148837615,2020-11-12 16:11:23
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: Hillary ducked her security briefings.,5148837615,2020-11-12 16:11:23
Barack Obama,AGAINST,EXPLICIT,I agree with the following: Obama ducked his security briefings.,5148837615,2020-11-12 16:11:23
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: The comment implies a negative stance towards Joe Biden by associating the shooter with being a Biden supporter, suggesting disapproval.",5074847546,2020-09-17 22:37:19
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Jeff Flake, a Republican, is criticized for his actions, indicating a negative stance towards Republicans.",5079556136,2020-09-21 17:08:45
Democrats,AGAINST,EXPLICIT,"I agree with the following: The comment disapproves of Jeff Flake turning his seat over to a Democrat, indicating a negative stance towards Democrats.",5079556136,2020-09-21 17:08:45
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Jeff Flake, a politician, indicating a negative stance towards politicians.",5079556136,2020-09-21 17:08:45
